Wavelength,n,k
0.23,1.000308003
0.2446,1.000303036
0.2592,1.00029911
0.2738,1.000295938
0.2884,1.000293329
0.303,1.000291152
0.3176,1.000289313
0.3322,1.000287743
0.3468,1.000286391
0.3614,1.000285217
0.376,1.000284191
0.3906,1.000283287
0.4052,1.000282488
0.4198,1.000281777
0.4344,1.000281141
0.449,1.00028057
0.4636,1.000280056
0.4782,1.00027959
0.4928,1.000279168
0.5074,1.000278783
0.522,1.000278432
0.5366,1.00027811
0.5512,1.000277814
0.5658,1.000277542
0.5804,1.000277291
0.595,1.000277059
0.6096,1.000276844
0.6242,1.000276644
0.6388,1.000276458
0.6534,1.000276285
0.668,1.000276123
0.6826,1.000275972
0.6972,1.000275831
0.7118,1.000275698
0.7264,1.000275573
0.741,1.000275456
0.7556,1.000275346
0.7702,1.000275242
0.7848,1.000275144
0.7994,1.000275051
0.814,1.000274964
0.8286,1.000274881
0.8432,1.000274802
0.8578,1.000274728
0.8724,1.000274657
0.887,1.00027459
0.9016,1.000274526
0.9162,1.000274465
0.9308,1.000274407
0.9454,1.000274352
0.96,1.000274299
0.9746,1.000274249
0.9892,1.0002742
1.004,1.000274154
1.018,1.000274111
1.033,1.000274068
1.048,1.000274027
1.062,1.00027399
1.077,1.000273951
1.091,1.000273917
1.106,1.000273882
1.121,1.000273848
1.135,1.000273818
1.15,1.000273787
1.164,1.000273759
1.179,1.00027373
1.194,1.000273702
1.208,1.000273677
1.223,1.000273651
1.237,1.000273627
1.252,1.000273603
1.267,1.00027358
1.281,1.000273559
1.296,1.000273537
1.31,1.000273518
1.325,1.000273497
1.34,1.000273478
1.354,1.00027346
1.369,1.000273442
1.383,1.000273425
1.398,1.000273408
1.413,1.000273391
1.427,1.000273376
1.442,1.00027336
1.456,1.000273346
1.471,1.000273331
1.486,1.000273317
1.5,1.000273304
1.515,1.00027329
1.529,1.000273278
1.544,1.000273265
1.559,1.000273253
1.573,1.000273242
1.588,1.00027323
1.602,1.000273219
1.617,1.000273208
1.632,1.000273197
1.646,1.000273188
1.661,1.000273177
1.675,1.000273168
1.69,1.000273158
